Landmark Latitude,Landmark Longitude,Distance,Landmark Name,Amenity Type (grouped),Shop Type (grouped),Tourism Type (grouped),Building Type (grouped),Property Type
12.3103309,76.6579416,1.1994801767184573,Shreyas Lodge,,,lodging,,lodging
12.2764545,76.6686794,4.607731249411906,,place of worship,,,,place of worship
12.3103638,76.6577443,1.2125290610324089,Hotel Iyengar's,food service,,,,food service
12.3104513,76.6579302,1.1911447505353048,Hotel Santosh,food service,,,,food service
12.3128495,76.6474754,2.0764300620415606,Ganesh Petrol Bunk,fuel,,,,fuel
12.3124681,76.647261,2.1104258645093603,Vijaya Petrol Bunk,fuel,,,,fuel
12.3290856,76.6477973,2.332954886306321,Sujatha Residency,,,lodging,,lodging
12.3085469,76.6603582,1.19269758874067,Om Shanti,food service,,,,food service
12.29762,76.6643121,2.2510117466843624,Sathyam Cinema,cinema,,,,cinema
12.2765586,76.6786398,4.790457544431107,Mahadev Temple,place of worship,,,,place of worship
12.2814494,76.6784521,4.266128631857166,,,,attraction,,attraction
12.2792579,76.6682168,4.293489655288679,,,,attraction,,attraction
12.2877653,76.6733827,3.437551300509628,Jambalaya,food service,,,,food service
12.2831669,76.640973,4.708516153883922,Old Canteen,cafe,,,,cafe
12.2804506,76.6414644,4.929671209806452,New Canteen,cafe,,,,cafe
12.2800807,76.6461717,4.710708364357995,Skyline,cinema,,,,cinema
12.2802328,76.6461368,4.697386732996756,Sterling,cinema,,,,cinema
12.2829056,76.64159,4.69426856235274,,fuel,,,,fuel
12.2837358,76.6408243,4.666326877044275,NIE Library,education,,,,education
12.2914909,76.6435489,3.8025302750769834,Sharada Vilas School and College,education,,,,education
12.2959592,76.6386458,3.8300936640743957,Sindoora,food service,,,,food service
12.2978723,76.6432846,3.3091686315355617,Vijaya Bank,financial,,,,financial
12.2978723,76.6432846,3.3091686315355617,Vijaya Bank,financial,,,,financial
12.2952909,76.6399359,3.7716998362907668,Ram Mandir,place of worship,,,,place of worship
12.2955923,76.6419261,3.5896840135015617,Mystore,,grocery,,,grocery
12.2978354,76.6425126,3.3746156270380965,,financial,,,,financial
12.3008834,76.6404911,3.3409772885325437,Jade Garden,food service,,,,food service
12.3008074,76.6403651,3.3570483021716053,Jade Garden,,,lodging,,lodging
12.295892,76.641981,3.562482497429127,State Bank of India,financial,,,,financial
12.2988029,76.6454853,3.0634538402639744,The Heritage,bar/club,,,,bar/club
12.2933335,76.6453029,3.523200626341504,Indian Oil,fuel,,,,fuel
12.3118115,76.6426288,2.6148585557416686,Reliance Trends,,clothes,,,clothes
12.2911557,76.6468613,3.6138999545040456,,fuel,,,,fuel
12.2872351,76.6505842,3.7847111302429997,Hindustan Petroleum,fuel,,,,fuel
12.3131217,76.6433369,2.5062775108675757,Ideal Jawa Rotary High School,education,,,,education
12.3163895,76.6458903,2.179878781361464,Railway Taxi Service,transportation,,,,transportation
12.313106,76.6446565,2.3666208819653924,HP,fuel,,,,fuel
12.3166751,76.6458206,2.1853759039289833,,financial,,,,financial
12.3164288,76.6455443,2.2170644753799476,,financial,,,,financial
12.3157475,76.6325276,3.633067942752383,Nandi Petrol Bunk,fuel,,,,fuel
12.3228072,76.6349681,3.4064302872055174,Corner House,cafe,,,,cafe
12.3102018,76.6560214,1.3664631503760183,Domino's,food service,,,,food service
12.3086497,76.6583683,1.3062703155726447,Parklane Hotel,food service,,lodging,,food service
12.3085404,76.6596102,1.2363393048057076,Josalukas,,jewellery,,,jewellery
12.3139885,76.658886,0.8725047656766949,Malabar Gold,,jewellery,,,jewellery
12.2867825,76.6523363,3.7511750682014915,St. Mary's School,education,,,,education
12.2883471,76.6495066,3.728556092280738,Gayatri Tiffin Room,food service,,,,food service
12.2964365,76.6335822,4.239727495689486,Indian Oil,fuel,,,,fuel
12.2851157,76.6586985,3.7181153316065174,Sri Balaji Temple,place of worship,,,,place of worship
12.3276407,76.6940952,3.25196418601383,,bar/club,,,,bar/club
12.2903852,76.6419285,4.009978625190314,Ashokapuram Government School,education,,,,education
12.3178359,76.6251578,4.426470492808227,Pelican Pub,bar/club,,,,bar/club
12.3214224,76.620769,4.91969367384107,DRC,cinema,,,,cinema
12.3214186,76.6210102,4.893544613838422,Big Bazaar,,grocery,,,grocery
12.3213183,76.6211724,4.875078135725139,KFC,food service,,,,food service
12.2978367,76.6643044,2.2270529093307636,Mall of Mysore,,clothes,,,clothes
12.2981407,76.6655704,2.186759548648917,Radisson Blue,,,lodging,,lodging
12.2985955,76.6262273,4.810605414764499,Devaru Fuel Center,fuel,,,,fuel
12.299678,76.6264083,4.740571514010016,State Bank of India (SME Branch),financial,,,,financial
12.300894,76.6261561,4.709781260806236,Dolphin Bakes 'N' Ice Creams,food service,,,,food service
12.3251209,76.6317018,3.8035452707107886,HDFC Bank,financial,,,,financial
12.3245733,76.6312404,3.840129460774454,Axis Bank,financial,,,,financial
12.3233522,76.629961,3.9530688867940493,Pizza Hut,food service,,,,food service
12.3232316,76.6304465,3.8988845946159905,Loyal World,,grocery,,,grocery
12.3045108,76.6437878,2.820930687416722,Jal Paan,food service,,,,food service
12.3047676,76.6438602,2.7993409914289176,Maharaja,food service,,,,food service
12.310275,76.6583818,1.1699042762987455,Ganesh Hotel,,,lodging,,lodging
12.3093689,76.6561671,1.413734211865296,Corporation Bank ATM,financial,,,,financial
12.3118335,76.6539708,1.4564852332064147,Hotel Dasparakash Akshaya,,,lodging,,lodging
12.2971227,76.6413823,3.5192948861600066,Lord Shiva temple,place of worship,,,,place of worship
12.29066,76.6448529,3.7868704513640914,Madhva Boys' Hostel,,,lodging,,lodging
12.2905185,76.6451185,3.782124690030571,Sankethi Boys' Hostel,,,lodging,,lodging
12.2964708,76.6309423,4.478121059024838,Cafe Coffee Day,cafe,,,,cafe
12.2964727,76.6308603,4.485567713900457,Bombay Tiffanys Sweets and Chats,food service,,,,food service
12.2953564,76.6320028,4.449150730881812,Canara Bank,financial,,,,financial
12.2887417,76.6308216,4.996981503199843,NIIT,education,,,,education
12.3237475,76.625937,4.391782415118509,The Downtown,food service,,,,food service
12.3121835,76.6405428,2.8251415235607364,The Quorum,food service,,,,food service
12.3231202,76.6302866,3.914157634797876,Domino's,food service,,,,food service
12.3253282,76.6282116,4.179262323236409,The 6th main,food service,,,,food service
12.3251248,76.6286932,4.123493824484414,High way,food service,,,,food service
12.3209763,76.6306547,3.8455022324948227,Cafe Pascucci,cafe,,,,cafe
12.3240662,76.6261934,4.369752111672542,Green Leaf,food service,,,,food service
12.3238042,76.6279504,4.1766813515862715,Lemon tree,food service,,,,food service
12.3238854,76.6277921,4.195103486009394,Empire,food service,,,,food service
12.3019019,76.6511622,2.38569344133527,,cinema,,,,cinema
12.3239931,76.6280108,4.17361484365569,Mezzaluna Restaurant,food service,,,,food service
12.3232486,76.6356858,3.3380838112737727,Petrol Bunk,fuel,,,,fuel
12.3124209,76.6405996,2.8133886390113205,Quorum,,,lodging,,lodging
12.2972477,76.6477799,3.016887222818681,T.I.M.E Institute,,,,office,office
12.2973053,76.6807469,2.7920736337004017,Little Woods,food service,,,,food service
12.2801298,76.6809909,4.498425088038341,,,,attraction,,attraction
12.3209572,76.6315057,3.753254759159137,Santrupthi Homestay,,,lodging,,lodging
12.2926082,76.6716845,2.871165948546611,Olive Garden,food service,,,,food service
12.2917329,76.670955,2.9504524784016315,Windflower Spa and Resorts,,,lodging,,lodging
12.2961252,76.6315971,4.438699355891588,Mega Mart,,clothes,,,clothes
12.3039957,76.6928222,3.3029160071529446,,fuel,,,,fuel
12.3088241,76.6539235,1.640429753218234,KFC,food service,,,,food service
12.308822,76.6540163,1.632585406623028,PVR Cinemas,cinema,,,,cinema
12.3049803,76.6438454,2.78854793862507,Embassy,bar/club,,,,bar/club
12.3101549,76.6464063,2.282553131929392,Nalapaak,food service,,,,food service
12.3092568,76.6469656,2.2663193383992883,Chopra's,,clothes,,,clothes
12.3104405,76.6464143,2.2700990512231907,Hotel Sringar,food service,,,,food service
12.3092542,76.647207,2.2426613287770305,Bhima & Brothers,,jewellery,,,jewellery
12.3098683,76.6498889,1.950807951282801,Big Bus,,clothes,,,clothes
12.3225663,76.6290267,4.040981292763431,Chandramoulishwara Temple,place of worship,,,,place of worship
12.2833622,76.6416921,4.6460955020350445,Srinidhi Sagar,food service,,,,food service
12.3082818,76.6535696,1.7078143478046768,,financial,,,,financial
12.3067174,76.651169,2.0204465017597872,Rajabhavan Hotel,food service,,,,food service
12.3312788,76.6273349,4.449702456486514,Vishnu Bhavan,food service,,,,food service
12.3358069,76.6238461,4.988120469097744,Aralimara Temple,place of worship,,,,place of worship
12.323934,76.6347378,3.453637432695102,Sri Ramakrishna Ashrama,place of worship,,,,place of worship
12.327841,76.6313797,3.9130170294689948,Nalapak,food service,,,,food service
12.3309801,76.6286653,4.302471132761312,Ganapati Temple,place of worship,,,,place of worship
12.315877,76.6581867,0.8653220112429953,Aishwarya Residency,,,lodging,,lodging
12.3121963,76.6585251,1.0155790253945294,Reliance Mart,,grocery,,,grocery
12.3129434,76.6446722,2.3690174628320966,McDonald's,food service,,,,food service
12.3181954,76.663362,0.2795588382988321,Acme Auto gas,fuel,,,,fuel
12.3016417,76.635416,3.7683254376178827,Shree SS Petrol / Gas Station,fuel,,,,fuel
12.2858697,76.6548861,3.7472573341469144,Hoysala Auto gas,fuel,,,,fuel
12.3067017,76.6890816,2.804306788471834,Hare Krishna Petrol / Gas Station,fuel,,,,fuel
12.3304803,76.6452435,2.6503103305624136,HDFC,financial,,,,financial
12.311427,76.6589809,1.0336656976797287,,bar/club,,,,bar/club
12.3183859,76.6596091,0.6869008983292291,M. B. International,,,lodging,,lodging
12.3189459,76.6252994,4.412904102183556,Elements Bistro,food service,,,,food service
12.31842,76.6487789,1.8616460619599904,Indian Oil,fuel,,,,fuel
12.3184023,76.6505331,1.6711428041950316,Axis Bank,financial,,,,financial
12.3186093,76.6508496,1.6378840276421864,State Bank,financial,,,,financial
12.318868,76.6589358,0.766179659075222,Hotel Silver Star,,,lodging,,lodging
12.3125903,76.6852793,2.1832380100895805,Kendriya Vidyalaya,education,,,,education
12.3200753,76.6918633,2.831366612528709,Hotel Vishnu Bhavan,food service,,,,food service
12.3037075,76.6917465,3.2154109519848455,Daily Needs,,grocery,,,grocery
12.3046209,76.6931845,3.306408281652036,,fuel,,,,fuel
12.2999571,76.6346607,3.9317955568680576,HDFC Bank,financial,,,,financial
12.3112197,76.6596385,0.9996653928828404,Maharaja Hotel Mysore,,,lodging,,lodging
12.319111,76.6619921,0.4491322461666683,Green wood inn,,,lodging,,lodging
12.3259335,76.6266137,4.362914843114642,Bell Platter,food service,,,,food service
12.3267251,76.6273263,4.3066253489955555,Cubs & Mezzaluna,cafe,,,,cafe
12.3131046,76.6366698,3.218592106127244,The Green Hotel,,,lodging,,lodging
12.3111165,76.657859,1.1475223027650083,The Grand Inn,,,lodging,,lodging
12.3130915,76.6533825,1.457725488700869,Shivanna Provision Store,,grocery,,,grocery
12.2958356,76.6258709,4.9882407292534365,Shree Guru Sasyahari,food service,,,,food service
12.2993453,76.6259355,4.802807689195321,State Bank of India,financial,,,,financial
12.2964703,76.6291621,4.64331666201497,,financial,,,,financial
12.2964459,76.6303417,4.535044702879373,,financial,,,,financial
12.2961656,76.6275156,4.814800420457055,,financial,,,,financial
12.2987331,76.6262811,4.7985868586647396,Domino's,food service,,,,food service
12.299458,76.6283351,4.562863624975156,Nandini Milk Booth,,grocery,,,grocery
12.2989456,76.6263204,4.784352199207778,IDBI Bank,financial,,,,financial
12.2990973,76.6263508,4.774008995532827,Hotel Nalpak,food service,,,,food service
12.2986812,76.6333201,4.129429741777202,Indian Oil,fuel,,,,fuel
12.3015403,76.6303301,4.266887609581553,State Bank of Mysore,financial,,,,financial
12.3014994,76.6262206,4.676847913514396,Passion Fellowship,place of worship,,,,place of worship
12.3206379,76.6210058,4.887664682883286,IDBI Bank,financial,,,,financial
12.2925279,76.6280554,4.980655935957811,The National Cooperative Bank Ltd.,financial,,,,financial
12.2939439,76.628469,4.8558283856067765,Bank of Baroda,financial,,,,financial
12.3105013,76.6580399,1.1786689984095138,Giri,bar/club,,,,bar/club
12.2998304,76.6244292,4.929128142356411,,financial,,,,financial
12.2749002,76.6711107,4.804104973423266,Chamundi Hill,transportation,,,,transportation
12.3052457,76.6471556,2.469509114950321,Goli,food service,,,,food service
12.3164518,76.6236194,4.596065577853983,State Bank of India,financial,,,,financial
12.3227206,76.6245615,4.524358167674708,State Bank of India,financial,,,,financial
12.3163077,76.6277322,4.150147326364833,State Bank of India,financial,,,,financial
12.3089819,76.6518801,1.8120161461483812,,financial,,,,financial
12.3061956,76.6445225,2.657387568366407,Andhra Bank,financial,,,,financial
12.2941487,76.6589281,2.737351379429591,Kamath Madhuvan,food service,,,,food service
12.3058933,76.6333887,3.7725058454847136,24 Mane Telugu Shetty Student Hostel,,,lodging,,lodging
12.3052077,76.6316872,3.9723608283149336,Jyotipana Ganiga Student Hostel,,,lodging,,lodging
12.2769248,76.6685078,4.554353641418271,,,,attraction,,attraction
12.2753386,76.6715436,4.761522952706356,Durga,food service,,,,food service
12.3102725,76.6581207,1.1900862236167513,Madwadi Gujrathi,food service,,,,food service
12.3084901,76.6639936,1.056248710737344,Karnataka Bank,financial,,,,financial
12.3060935,76.6471562,2.417395198110253,Syndicate Bank,financial,,,,financial
12.3128198,76.6462771,2.2030427540994095,Bharat Petroleum,fuel,,,,fuel
12.3018134,76.6644905,1.784692275670708,Giraffe,,,attraction,,attraction
12.2987776,76.6690455,2.1429903557690646,African Elephant,,,attraction,,attraction
12.3016319,76.6673541,1.8051428063197186,Lion-Tailed Macaques,,,attraction,,attraction
12.2986496,76.6699587,2.174947019184699,Meerkat,,,attraction,,attraction
12.2986158,76.6686512,2.154403279835549,Royal Heritage Squeeze Cage,,,attraction,,attraction
12.2988646,76.6677814,2.1158186741183864,Indian Rhinoceros,,,attraction,,attraction
12.2991446,76.6667313,2.076776338887447,African Buffalo,,,attraction,,attraction
12.299173,76.6663249,2.0721772528742783,Nile crocodile,,,attraction,,attraction
12.2992642,76.6662506,2.0618755535572775,Morley's Crocodile,,,attraction,,attraction
12.2997469,76.6658781,2.0078598814594266,Saltwater Crocodile aka Estuarine Crocodile,,,attraction,,attraction
12.3001917,76.6661577,1.9585923424472602,Hippopotamus,,,attraction,,attraction
12.3013796,76.6670115,1.830268906622887,Chimpanzee,,,attraction,,attraction
12.3010627,76.6665192,1.8627470060220894,Hamadryas Baboon,,,attraction,,attraction
12.3007189,76.6672883,1.9057196108068954,Hamadryas Baboon,,,attraction,,attraction
12.3009957,76.6688715,1.896598141358164,Asiatic Black Bear,,,attraction,,attraction
12.301433,76.6695588,1.863170716744291,Sloth Bear,,,attraction,,attraction
12.3020471,76.6708639,1.833072251357929,Black Buck,,,attraction,,attraction
12.3007773,76.6709733,1.971754026839697,Black Buck (Albino),,,attraction,,attraction
12.3006191,76.6706329,1.9787290517170302,Muntjac / Barking Deer,,,attraction,,attraction
12.3004209,76.6701105,1.9861998063776944,Jackal,,,attraction,,attraction
12.3006521,76.6668181,1.9097879214662594,Chimpanzee,,,attraction,,attraction
12.3008406,76.6677819,1.8972447418070146,White Rhinoceros,,,attraction,,attraction
12.3026901,76.666391,1.681421579079365,Royal Bengal Tiger,,,attraction,,attraction
12.3031408,76.6665217,1.631853809227321,Leopard,,,attraction,,attraction
12.3021889,76.665512,1.736842071104004,Scarlet Ibis / Black Necked Swan,,,attraction,,attraction
12.3011371,76.6678776,1.8656362112818798,Cheetah,,,attraction,,attraction
12.3018811,76.6702738,1.8330845539671659,Asiatic Wild Dog / Dhole,,,attraction,,attraction
12.301074,76.6707958,1.9347118045226208,Swamp Deer / Barasingha,,,attraction,,attraction
12.3005627,76.670841,1.9907576165560648,Hog Deer,,,attraction,,attraction
12.3002563,76.6693956,1.9877441646819765,Asian Elephant,,,attraction,,attraction
12.2984949,76.670382,2.2014984162829703,Nocturnal House,,,attraction,,attraction
12.2987475,76.6697457,2.1596968605240723,Smooth-Coated Otter,,,attraction,,attraction
12.2991827,76.6679715,2.0827409906452092,Goral,,,attraction,,attraction
12.3000752,76.6676631,1.9805940631207575,Sambar,,,attraction,,attraction
12.3003272,76.66743,1.9503900162599346,Snake Zone,,,attraction,,attraction
12.3013093,76.6686414,1.8580798778995586,Plains Zebra,,,attraction,,attraction
12.3012315,76.6706245,1.9128051196500808,Bat-Eared Fox,,,attraction,,attraction
12.300971,76.6705951,1.9398850083323211,Sloth Bear,,,attraction,,attraction
12.300572,76.6701731,1.9714416019868741,Indian Mouse Deer,,,attraction,,attraction
12.2998467,76.6696848,2.0385686026362717,Gaur,,,attraction,,attraction
12.2991613,76.6704679,2.131444305161912,Nilgai,,,attraction,,attraction
12.2985251,76.670192,2.1937476913980345,Jaguar,,,attraction,,attraction
12.2984767,76.6693028,2.180587337518726,Asiatic Lion,,,attraction,,attraction
12.2985583,76.6688854,2.1643966002494794,Lion,,,attraction,,attraction
12.2985799,76.6682884,2.153260492099172,Mayura Rhino Canteen,food service,,,,food service
12.3001579,76.667482,1.9696314949752576,Red Necked Wallaby,,,attraction,,attraction
12.3000195,76.6664124,1.9783173247591628,Hippopotamus,,,attraction,,attraction
12.2992154,76.666163,2.0671495224328535,African Slender-snouted Crocodile,,,attraction,,attraction
12.2997012,76.6659032,2.0129395199374165,Siamese Crocodile,,,attraction,,attraction
12.3001816,76.6655115,1.9599853682216153,Turtles and Tortoises,,,attraction,,attraction
12.2996606,76.6678171,2.028131411524908,Four-horned Antelope / Chowsingha,,,attraction,,attraction
12.3007746,76.6655421,1.8939910010229193,Brown-antlered Deer / Thamin Deer,,,attraction,,attraction
12.2990882,76.6663568,2.081683308304365,Marsh Crocodile aka Mugger,,,attraction,,attraction
12.2991589,76.6662181,2.0735213275660693,Gharial,,,attraction,,attraction
12.2996582,76.665997,2.017746195379696,Stork,,,attraction,,attraction
12.2997897,76.6659883,2.0031197029233634,Spectacled Caiman aka Common Caiman,,,attraction,,attraction
12.3003433,76.6660845,1.9416402787131979,Black Swan,,,attraction,,attraction
12.3008781,76.6653216,1.8831374262027896,Fallow Deer,,,attraction,,attraction
12.3011372,76.6650336,1.855674377199496,Ostrich,,,attraction,,attraction
12.3461949,76.667654,3.162642547415675,"Infant Jesus Shrine, Naidunagar.",place of worship,,,,place of worship
12.305767,76.6907004,3.00801193015431,Teresian College,education,,,,education
12.3178147,76.6484991,1.89078417053922,Vidyavardhaka First Grade College,education,,,,education
12.3052824,76.6905662,3.01943091700216,Teresian College Church,place of worship,,,,place of worship
12.3252255,76.6582374,1.1724545081618982,Indian Oil Fuel Station,fuel,,,,fuel
12.3254574,76.6585825,1.1648314339435795,Bharat Petroleum,fuel,,,,fuel
12.328986,76.6635208,1.2700488003277222,State Bank of India,financial,,,,financial
12.3288029,76.6635272,1.249979612782341,Five Star Chicken,food service,,,,food service
12.3291308,76.6639744,1.2768070732485628,New Sagar Home World,,grocery,,,grocery
12.3292104,76.6641839,1.2820245848499956,New Sagar Home World,,grocery,,,grocery
12.2956241,76.6395737,3.7769239083581683,Brand Factory,,clothes,,,clothes
12.2956136,76.640711,3.685011957692405,R.N.M Associated,,home furnishing,,,home furnishing
12.2956979,76.6396186,3.76787189031835,Sindhoor Restaurant,food service,,,,food service
12.3092893,76.6524423,1.742164556028549,Canara Bank,financial,,,,financial
12.3091135,76.6528121,1.7194903136737396,Shankar Shetty & Sons,,jewellery,,,jewellery
12.3120454,76.6519146,1.6491454333019415,Bata,,shoes,,,shoes
12.310159,76.6480638,2.1163364878215507,KPC Glass House,,,attraction,,attraction
12.3102276,76.6493661,1.9843358476530855,Rajkamal Theater,cinema,,,,cinema
12.313578,76.6564205,1.1323557799260764,Indian Overseas Bank,financial,,,,financial
12.3101269,76.6562927,1.3486863864091982,Bata,,shoes,,,shoes
12.326195,76.659894,1.1387793898415528,Sri Lakshmi Venkateshwara Temple,place of worship,,,,place of worship
12.3333638,76.6582053,1.9216997350963272,St. Philomena's Ladies Hostel,,,lodging,,lodging
12.3362663,76.6574683,2.2481572114750774,,place of worship,,,,place of worship
12.339681,76.6566658,2.6314850468888533,St. Mathai's High School,,,,education,education
12.3310674,76.6457119,2.643220724747615,,fuel,,,,fuel
12.3310929,76.6470596,2.52470643227119,Kamat Yatrinivas,food service,,,,food service
12.3284363,76.6407241,2.979926887573171,I Can Learning Centre,,,,education,education
12.3225134,76.6225131,4.7427326773367655,Polar Bear ice cream,food service,,,,food service
12.3238911,76.6267867,4.303031332049662,ICICI Bank,financial,,,,financial
12.3214253,76.6217523,4.81326617194302,Lollipop,,clothes,,,clothes
12.3063856,76.645686,2.5370013267574807,Dolphin,food service,,,,food service
12.2995112,76.6424642,3.2591349453209366,The Old House,cafe,,,,cafe
12.2996174,76.6424642,3.251777550534016,,,clothes,,,clothes
12.3280309,76.6286193,4.206959796105968,Tina's Cafe,cafe,,,,cafe
12.3249513,76.6271025,4.289417165587194,Dhaatu,,grocery,,,grocery
12.3241912,76.6249254,4.50796102867522,Mysore Silk Udyog,,clothes,,,clothes
12.3234015,76.628527,4.107839859882911,Madhwa Bhavan,food service,,,,food service
12.32466,76.6244234,4.5702241214799715,Reliance Fresh,,grocery,,,grocery
12.3266498,76.6268461,4.3555070024424065,Cafe Coffee Day,cafe,,,,cafe
12.3327212,76.632753,3.9648990823448944,Indian Oil,fuel,,,,fuel
12.3238764,76.6385564,3.0466419199784007,Indian Overseas Bank,financial,,,,financial
12.3248093,76.6315102,3.8166605493776093,Barrista,cafe,,,,cafe
12.3255246,76.6323926,3.740317226112721,Bata,,shoes,,,shoes
12.3246914,76.6238176,4.635700653574848,Karnataka Bank,financial,,,,financial
12.3246835,76.6238659,4.630380687961694,Cuppa,cafe,,,,cafe
12.3211494,76.6210129,4.890887059411045,Barbeque Nation,food service,,,,food service
12.3255055,76.6323212,3.7473812248597604,Woodlands,,shoes,,,shoes
12.3429085,76.666971,2.7938983641437027,Ganesha Temple,place of worship,,,,place of worship
12.3200515,76.6918678,2.831618853505147,Canara Bank,financial,,,,financial
12.3017303,76.6639058,1.8004486332630905,,food service,,,,food service
12.3017397,76.6779947,2.217222979575507,Government First Grade College,education,,,,education
12.2976586,76.6643653,2.246294835926239,Domino's,food service,,,,food service
12.297707,76.6643459,2.2410861622755025,KFC,food service,,,,food service
12.2977704,76.6642387,2.234969181587106,Cafeteria,cafe,,,,cafe
12.2977162,76.6642695,2.240708570900785,Shoppers stop,,clothes,,,clothes
12.3331112,76.6931774,3.416877648454631,Sathagalli,transportation,,,,transportation
12.3393494,76.6665914,2.3969026262099464,Axis Bank,financial,,,,financial
12.3396274,76.6663759,2.4271927626722296,Mosque,place of worship,,,,place of worship
12.3268259,76.6877291,2.57443359988158,Abu Aqil Masjid,place of worship,,,,place of worship
12.3257439,76.6911392,2.8800485984189192,State Bank of India,financial,,,,financial
12.3322147,76.6839681,2.5334684205482834,Nimrah Masjid,place of worship,,,,place of worship
12.3054532,76.6906922,3.0229072929915977,Teresian School,education,,,,education
12.3084725,76.660436,1.195623079520675,Siddhartha,cafe,,,,cafe
12.2964656,76.6292137,4.638765849481817,,financial,,,,financial
12.2956715,76.6289626,4.7077842763428865,Nandini Milk Booth,,grocery,,,grocery
12.2968219,76.6414461,3.5360312187574063,,financial,,,,financial
12.3089203,76.6627828,1.0443977963306625,State Bank of India,financial,,,,financial
12.2748542,76.6703592,4.800265636650178,Canara Bank,financial,,,,financial
12.2744654,76.67058,4.84573605247662,Corporation Bank,financial,,,,financial
12.2989071,76.6732545,2.247863730193872,Administrative Training Institute,education,,,,education
12.3289234,76.6477514,2.3275301214734183,The 1961,food service,,,,food service
12.3309435,76.6469896,2.521213416855073,Nalapad Residency,,,lodging,,lodging
12.286528,76.6597892,3.5406139150422353,JSS College of Arts Commerce and Science,education,,,,education
12.3053344,76.635222,3.6101124299949725,Ramya Hotel,food service,,,,food service
12.3001399,76.6955335,3.770851468448341,Vinayaka Temple,place of worship,,,,place of worship
12.2747916,76.6702874,4.806411846219129,Chamundi Hill,place of worship,,,,place of worship
12.3022123,76.6322914,4.04228805828316,Donne Biryani,food service,,,,food service
